Item_ID,Count
200063,1
13638,1
15810,1
58611,1
69029,1
70183,1
87645,1
128299,1
147231,1
182714,1
190058,1
106463,1
166163,1
190222,1
198615,1
15048,1
43642,1
66100,1
74956,1
103852,1
107879,1
109991,1
175474,1
176984,1
13746,1
15262,1
28989,1
91695,1
125166,1
146241,1
158001,1
169238,1
173845,1
184105,1
29992,1
45756,1
58967,1
60003,1
108788,1
111714,1
119529,1
124372,1
151916,1
176611,1
25739,1
46328,1
56324,1
88274,1
133685,1
146055,1
163800,1
103809,1
15569,1
20920,1
44471,1
60752,1
75924,1
112740,1
136534,1
188161,1
22246,1
40793,1
70975,1
137861,1
11267,1
53500,1
54597,1
68288,1
77718,1
90811,1
95612,1
139883,1
198258,1
21970,1
54947,1
62281,1
69556,1
73174,1
82993,1
138477,1
163389,1
171993,1
174871,1
113714,1
120234,1
137972,1
178340,1
179368,1
194891,1
11259,1
69779,1
79230,1
82658,1
88914,1
105342,1
121078,1
173861,1
201051,1
74170,1
74681,1
79598,1
127347,1
179279,1
152065,1
180204,1
127742,1
17841,1
45361,1
63266,1
88152,1
93606,1
109360,1
146550,1
165517,1
166297,1
169653,1
12724,1
15482,1
24446,1
40273,1
84920,1
159566,1
173464,1
179540,1
186166,1
56715,1
91711,1
103127,1
116439,1
145382,1
180792,1
191143,1
195854,1
51211,1
86000,1
104130,1
188908,1
54400,1
22940,1
97795,1
118955,1
145820,1
168903,1
202446,1
24607,1
82956,1
87429,1
92701,1
93695,1
125951,1
10459,1
17561,1
31549,1
63902,1
73763,1
92431,1
123003,1
123024,1
147471,1
157646,1
18244,1
184366,1
14129,1
49457,1
99829,1
101646,1
114590,1
125820,1
133577,1
135747,1
139388,1
197250,1
49060,1
85122,1
85749,1
180567,1
14709,1
75390,1
98658,1
109574,1
139884,1
150224,1
152046,1
174593,1
31957,1
48495,1
50253,1
67156,1
75881,1
100705,1
101592,1
156800,1
157370,1
176988,1
10466,1
59199,1
69601,1
73595,1
111093,1
125883,1
133726,1
187503,1
188224,1
201137,1
10896,1
46581,1
49663,1
51705,1
58461,1
68800,1
93865,1
99576,1
166531,1
182079,1
17808,1
24845,1
74341,1
75463,1
119368,1
121021,1
152560,1
164158,1
12586,1
45404,1
112373,1
23737,1
33751,1
87869,1
117599,1
135177,1
155909,1
164823,1
183044,1
193266,1
197702,1
12604,1
50708,1
98731,1
61936,1
84715,1
94936,1
114345,1
124201,1
140063,1
