balance,total_orders,avg_order_value,total_spent,active_days,cluster,scenario,batch_id,timestamp
847.84,3,1666.6899999999998,5000.07,3,3,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
161.33,3,3743.963333333333,11231.89,3,0,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
571.11,1,3509.46,3509.46,1,0,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
687.01,4,4737.7699999999995,18951.079999999998,4,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
602.64,1,1346.15,1346.15,1,0,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
297.13,2,1314.44,2628.88,2,0,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
492.92,3,6431.94,19295.82,3,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
471.87,4,3797.2875000000004,15189.150000000001,4,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
51.34,1,7736.63,7736.63,1,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
453.92,1,8646.409999999998,8646.409999999998,1,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
190.62,4,3737.4674999999997,14949.869999999999,4,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
846.54,1,7271.87,7271.87,1,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
993.26,2,4205.904999999999,8411.809999999998,2,3,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
933.7,1,5752.95,5752.95,1,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
997.24,4,3287.2625,13149.05,4,3,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
369.04,4,2893.8849999999998,11575.539999999999,4,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
494.59,3,1646.4366666666667,4939.31,3,0,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
372.65,4,3662.2549999999997,14649.019999999999,4,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
980.38,3,3992.85,11978.55,3,3,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
76.72,5,4745.575999999999,23727.879999999997,5,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
708.51,2,5112.344999999999,10224.689999999999,2,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
196.83,4,5020.287499999999,20081.149999999998,4,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
421.26,4,5015.762500000001,20063.050000000003,4,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
932.74,2,2337.835,4675.67,2,3,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
901.88,4,2100.79,8403.16,4,3,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
316.86,2,1880.185,3760.37,2,0,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
932.59,2,5294.65,10589.3,2,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
480.5,7,3421.934285714286,23953.54,7,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
444.83,6,3630.475,21782.85,6,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
679.17,1,3632.8,3632.8,1,0,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
213.13,4,5683.947499999999,22735.789999999997,4,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
608.28,4,2436.775,9747.1,4,3,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
679.69,2,1797.085,3594.17,2,3,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
261.4,2,5591.724999999999,11183.449999999999,2,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
722.63,2,5234.219999999999,10468.439999999999,2,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
987.03,2,2113.855,4227.71,2,3,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
820.78,2,4215.775,8431.55,2,3,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
455.87,3,4740.143333333333,14220.43,3,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
661.21,4,4841.6975,19366.79,3,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
324.27,3,4380.123333333333,13140.369999999999,3,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
160.48,6,3933.2666666666664,23599.6,6,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
855.59,6,4423.009999999999,26538.059999999994,6,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
221.27,6,3852.3866666666668,23114.32,6,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
930.74,1,4857.03,4857.03,1,4,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
612.78,5,3988.7240000000006,19943.620000000003,5,2,customer_segmentation,customer_segmentation_1748638320,2025-05-31 01:53:56.029180
