balance,total_orders,avg_order_value,total_spent,active_days,cluster,scenario,batch_id,timestamp
955.23,2,4698.529999999999,9397.059999999998,2,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
554.6,2,4194.610000000001,8389.220000000001,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
979.19,2,4046.5199999999995,8093.039999999999,2,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
929.8,6,4694.748333333333,28168.489999999998,6,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
68.38,2,5863.98,11727.96,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
291.37,5,4641.697999999999,23208.489999999998,5,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
18.43,1,1417.28,1417.28,1,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
75.51,1,3454.35,3454.35,1,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
840.3,5,5642.214,28211.07,5,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
520.08,5,5572.56,27862.800000000003,5,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
490.37,7,4383.404285714286,30683.83,7,3,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
528.25,7,5037.495714285715,35262.47,7,3,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
127.07,6,2628.048333333333,15768.289999999999,6,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
848.46,4,4038.4,16153.6,4,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
267.01,5,4748.544,23742.72,5,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
745.57,1,3760.7099999999996,3760.7099999999996,1,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
968.18,3,3478.41,10435.23,3,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
399.56,3,4125.846666666667,12377.54,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
89.98,5,2595.77,12978.85,5,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
307.01,2,6359.8099999999995,12719.619999999999,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
989.97,3,1527.7533333333333,4583.26,3,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
514.76,2,1064.28,2128.56,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
518.74,5,3651.254,18256.27,5,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
588.79,4,4855.355,19421.42,4,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
847.96,3,5638.693333333333,16916.079999999998,3,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
430.03,2,4251.39,8502.78,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
125.66,2,5843.91,11687.82,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
964.68,5,5578.7880000000005,27893.940000000002,5,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
472.0,3,3561.2033333333334,10683.61,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
342.69,3,3388.6166666666663,10165.849999999999,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
655.63,1,5854.43,5854.43,1,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
643.81,2,4871.35,9742.7,2,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
586.54,5,5803.972,29019.859999999997,5,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
825.19,3,2195.7766666666666,6587.33,3,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
71.68,5,2809.5639999999994,14047.819999999998,5,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
37.92,2,2473.7200000000003,4947.4400000000005,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
321.69,4,2937.1999999999994,11748.799999999997,4,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
377.62,3,4075.0200000000004,12225.060000000001,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
559.77,4,4432.860000000001,17731.440000000002,4,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
573.81,5,4494.68,22473.4,5,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
834.06,6,5667.43,34004.58,6,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
754.33,3,1665.5666666666668,4996.700000000001,3,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
444.39,2,3702.89,7405.78,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
5.63,2,4833.485,9666.97,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
381.99,3,4095.7066666666665,12287.119999999999,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
125.31,6,5856.536666666666,35139.219999999994,6,3,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
506.65,2,3977.4199999999996,7954.839999999999,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
185.45,8,3767.5587500000006,30140.470000000005,8,3,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
959.54,3,4209.52,12628.560000000001,3,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
172.6,1,465.46,465.46,1,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
51.46,5,3330.746,16653.73,5,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
166.53,3,4434.596666666667,13303.79,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
404.55,6,4310.611666666667,25863.670000000002,6,3,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
945.56,1,3987.8999999999996,3987.8999999999996,1,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
825.25,1,5565.469999999999,5565.469999999999,1,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
535.57,3,4570.9766666666665,13712.93,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
467.87,4,3570.7775,14283.11,4,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
57.11,3,3981.0399999999995,11943.119999999999,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
756.17,2,3014.795,6029.59,2,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
870.21,4,3239.2425,12956.97,4,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
601.46,3,5107.036666666667,15321.11,3,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
418.63,3,2998.153333333333,8994.46,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
487.41,1,3362.81,3362.81,1,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
433.85,5,5663.818,28319.09,5,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
451.18,3,3219.3033333333333,9657.91,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
27.47,4,5600.0175,22400.07,4,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
577.03,2,4236.25,8472.5,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
846.86,4,5078.0175,20312.07,4,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
717.03,4,5913.245,23652.98,4,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
787.05,4,5038.5075,20154.03,4,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
602.55,3,5826.48,17479.44,3,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
305.29,5,4132.786,20663.93,5,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
961.35,1,3076.64,3076.64,1,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
