balance,total_orders,avg_order_value,total_spent,active_days,cluster,scenario,batch_id,timestamp
306.2,3,2166.6766666666667,6500.030000000001,3,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
374.14,4,4670.6849999999995,18682.739999999998,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
789.84,2,3916.545,7833.09,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
849.42,4,6883.5875,27534.35,4,2,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
512.52,3,4865.7300000000005,14597.19,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
865.11,6,4119.731666666667,24718.39,6,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
60.6,2,5082.3099999999995,10164.619999999999,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
882.9,6,4470.9783333333335,26825.87,6,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
121.46,7,3860.618571428571,27024.329999999998,7,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
606.08,3,1834.7733333333333,5504.32,3,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
80.99,3,4454.466666666667,13363.400000000001,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
442.22,2,6941.94,13883.88,2,2,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
265.12,6,4370.498333333334,26222.99,6,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
880.34,1,1223.79,1223.79,1,3,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
356.22,4,3718.625,14874.5,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
409.48,1,6307.030000000001,6307.030000000001,1,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
652.53,2,3245.2299999999996,6490.459999999999,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
904.06,1,7017.629999999999,7017.629999999999,1,2,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
192.2,3,3880.6066666666666,11641.82,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
397.14,3,8284.926666666666,24854.78,3,2,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
198.41,4,3941.2650000000003,15765.060000000001,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
684.1,5,3916.714,19583.57,5,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
729.03,2,4176.895,8353.79,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
615.95,3,1769.0666666666668,5307.200000000001,3,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
843.7,5,4643.412,23217.06,5,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
488.72,6,5128.6449999999995,30771.87,6,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
581.12,1,4367.049999999999,4367.049999999999,1,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
470.8,3,4348.433333333333,13045.3,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
142.69,4,4418.9375,17675.75,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
90.13,2,2326.435,4652.87,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
575.46,2,7687.844999999999,15375.689999999999,2,2,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
544.96,2,5410.989999999999,10821.979999999998,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
287.71,2,4883.09,9766.18,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
183.55,2,4455.495,8910.99,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
444.39,2,3702.89,7405.78,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
654.51,3,7706.493333333333,23119.48,3,2,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
329.29,3,6064.8,18194.4,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
632.6,3,2960.6133333333332,8881.84,3,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
793.59,4,5684.355,22737.42,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
422.11,3,5224.693333333334,15674.080000000002,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
35.94,2,2632.76,5265.52,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
558.35,6,3233.711666666666,19402.269999999997,6,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
573.68,2,3981.1500000000005,7962.300000000001,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
100.63,1,11697.859999999999,11697.859999999999,1,2,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
284.57,4,3515.0150000000003,14060.060000000001,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
281.17,6,3176.5083333333337,19059.050000000003,6,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
306.5,4,3695.7650000000003,14783.060000000001,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
99.09,3,2298.8866666666668,6896.66,3,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
155.19,3,4737.486666666668,14212.460000000003,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
649.74,2,4375.68,8751.36,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
980.47,1,971.07,971.07,1,3,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
149.31,4,2557.925,10231.7,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
723.83,3,2403.9733333333334,7211.92,3,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
100.24,2,5823.665000000001,11647.330000000002,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
414.92,3,5374.830000000001,16124.490000000003,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
740.28,1,7052.38,7052.38,1,2,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
88.54,1,6259.320000000001,6259.320000000001,1,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
125.09,5,4613.96,23069.8,5,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
683.79,2,535.0999999999999,1070.1999999999998,2,3,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
783.21,3,6388.02,19164.06,3,2,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
740.24,4,5547.602499999999,22190.409999999996,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
859.91,4,4367.81,17471.24,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
55.82,5,3628.286000000001,18141.430000000004,5,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
21.48,8,5685.75375,45486.03,7,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
35.44,3,5497.003333333334,16491.010000000002,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
834.74,2,677.43,1354.86,2,3,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
132.78,4,3944.7025,15778.81,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
452.21,1,4681.650000000001,4681.650000000001,1,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
940.51,1,732.39,732.39,1,3,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
527.28,1,26.02,26.02,1,3,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
301.33,3,4074.5500000000006,12223.650000000001,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
405.93,5,3654.9080000000004,18274.54,5,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
497.14,4,3537.35,14149.4,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
285.68,6,4609.615,27657.69,6,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
718.61,6,3951.156666666666,23706.939999999995,6,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
217.74,3,7959.296666666666,23877.89,3,2,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
397.46,2,1825.8300000000002,3651.6600000000003,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
564.0,3,5532.376666666667,16597.13,3,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
246.6,2,4861.4400000000005,9722.880000000001,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
697.88,6,4143.606666666667,24861.64,6,1,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
305.72,4,1949.9375,7799.75,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
887.13,4,4292.99,17171.96,4,0,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
727.47,2,3356.08,6712.16,2,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
152.69,3,947.35,2842.05,3,4,customer_segmentation,customer_segmentation_1748642507,2025-05-31 03:03:41.892053
